obdb_id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,country,longitude,latitude,phone,website_url,updated_at,created_at,tags
lough-gill-brewery-cleveragh,Lough Gill Brewery,micro,Cleveragh Business Park,The Back Ave,,Cleveragh,,Sligo,F91 H6CV,Ireland,-8.4572863,54.2667763,+353872108159,https://loughgillbrewery.com/,2021-03-26,2021-03-26,
the-white-hag-brewery-ballymote,The White Hag Brewery,micro,"Unit 1, Block 2",Ballymote Business Park,,Ballymote,,Sligo,F56 YR52,Ireland,-8.5249166,54.0893242,,http://www.thewhitehag.com/,2021-03-26,2021-03-26,
